wave_spec,flux_spec
1503.5,3.1975222388882836
1504.5,-0.747274785177836
1505.5,0.37816980019657925
1506.5,0.9516030635155874
1507.5,-0.982489432157269
1508.5,4.020168863840074
1509.5,1.9097581899945375
1510.5,1.2527585026144186
1511.5,0.263593367467983
1512.5,-7.821478392041442
1513.5,0.9442392698999924
1514.5,0.808236486534896
1515.5,-0.6356534840002788
1516.5,7.262627848785812
1517.5,2.58163753204739
1518.5,-0.4054840928135957
1519.5,-0.7301707746663472
1520.5,2.342836052874497
1521.5,2.86165665996679
1522.5,6.936065760452106
1523.5,1.2595309059268027
1524.5,-0.20851430399804596
1525.5,-1.305354539512777
1526.5,3.682162716526644
1527.5,2.2498519120716582
1528.5,2.408383502931369
1529.5,5.8171913186567235
1530.5,1.146529113992982
1531.5,2.2780427861183474
1532.5,1.6505550322416098
1533.5,-0.9175234180437435
1534.5,3.38769480851343
1535.5,4.406067744662164
1536.5,-1.1212035830311065
1537.5,3.272463668046571
1538.5,1.7414014287595527
1539.5,1.3711795214676066
1540.5,4.349714387062651
1541.5,2.582658879423187
1542.5,2.1876855537102697
1543.5,2.979432770655677
1544.5,1.757236352055746
1545.5,-0.14651326404046727
1546.5,-1.894401150403843
1547.5,1.4776847592372941
1548.5,0.3681371809891893
1549.5,0.8219918414884102
1550.5,0.3891499539277605
1551.5,2.2705603411808797
1552.5,1.4022757375629922
1553.5,5.0396874483927725
1554.5,1.5626221089306833
1555.5,1.478813730547233
1556.5,0.2695551683325232
1557.5,0.9392467667087934
1558.5,0.7996195438037415
1559.5,2.5621930257513568
1560.5,2.0123942240266737
1561.5,2.37738346510094
1562.5,1.677149587534272
1563.5,2.4994059167179623
1564.5,1.956299490776918
1565.5,1.9598695006533824
1566.5,1.3886655982529184
1567.5,2.141887131532635
1568.5,3.8789525199796633
1569.5,0.6696878689991284
1570.5,2.0908756170394462
1571.5,1.0446381344947855
1572.5,1.6780972856306344
1573.5,2.436826775137717
1574.5,2.072048205565056
1575.5,2.1634965588340416
1576.5,1.9757688013212824
1577.5,2.7879287192392
1578.5,1.238549316665999
1579.5,2.3699365021407957
1580.5,1.7457920889378788
1581.5,2.1269068974887895
1582.5,1.1108637584293068
1583.5,1.7368517075298797
1584.5,1.8177598315504162
1585.5,1.8697033376477223
1586.5,0.8054027511966866
1587.5,2.5039146076652274
1588.5,1.7387581299409614
1589.5,1.8519847603280661
1590.5,2.482301351123228
1591.5,2.6501579322475375
1592.5,2.4323189449643943
1593.5,2.208028957960165
1594.5,1.96387135718112
1595.5,1.9397577620499626
1596.5,1.991532268110665
1597.5,2.494907745856623
1598.5,1.5926195719806713
1599.5,1.4396631166900349
1600.5,1.6274715462376417
1601.5,1.2350117713520312
1602.5,1.3051043138777285
1603.5,0.32715320551419413
1604.5,1.7578047174027687
1605.5,1.8390318525284215
1606.5,0.7097452117531461
1607.5,1.0536189568123673
1608.5,1.993850415436016
1609.5,1.5254419549482332
1610.5,2.3094147054454526
1611.5,1.639288452489668
1612.5,2.8643758877207883
1613.5,1.7481206400674854
1614.5,1.8497054890403026
1615.5,1.750551872036568
1616.5,1.7121757611287465
1617.5,1.91406857968358
1618.5,1.6595657258463654
1619.5,1.8748052573430123
1620.5,1.6313849061731793
1621.5,1.4511882594114391
1622.5,1.2228452654328312
1623.5,1.2893005263776953
1624.5,1.815368909454176
1625.5,1.394428323227033
1626.5,2.3927344104787074
1627.5,0.9566628747307495
1628.5,1.4498827569091381
1629.5,0.9967999752568962
1630.5,1.68730465835274
1631.5,1.2231551104068301
1632.5,0.885838470544229
1633.5,2.2146495987501407
1634.5,1.4055696978122434
1635.5,2.426558956512236
1636.5,1.1406208762077619
1637.5,2.2802519137685313
