wave_spec,flux_spec
1503.5,3.1907724062058223
1504.5,-0.745697320068625
1505.5,0.3773714999233733
1506.5,0.9487424689361055
1507.5,-0.5143111417283601
1508.5,4.788163754529635
1509.5,0.8778236317603108
1510.5,1.5742791417904147
1511.5,1.5229316003734192
1512.5,-3.0096730044624387
1513.5,0.32251616646750014
1514.5,1.5620429011204953
1515.5,-0.7178387772758746
1516.5,4.697137933813034
1517.5,4.110825733209772
1518.5,-0.4055034823143974
1519.5,0.22143578400234934
1520.5,1.107267895935184
1521.5,1.5642030990978657
1522.5,6.819574034032928
1523.5,1.0139323210581712
1524.5,0.4755426313207113
1525.5,0.8733843703939654
1526.5,2.3645405506423467
1527.5,1.0308157890775058
1528.5,2.2153074103905164
1529.5,0.9802118598444777
1530.5,0.12304946610552234
1531.5,2.9124992762658173
1532.5,1.225330616176165
1533.5,0.3915245916851496
1534.5,1.1724012319312316
1535.5,0.5988497246780553
1536.5,1.4774184871106466
1537.5,1.7114241058290078
1538.5,1.3372116288753977
1539.5,1.2880104492873747
1540.5,2.0804748713483177
1541.5,2.4994591856858444
1542.5,1.53373663387157
1543.5,2.8148151328759448
1544.5,2.198489696107131
1545.5,-0.754230879648669
1546.5,-1.3679259824336176
1547.5,1.5454000395480967
1548.5,1.127661163551087
1549.5,1.189445883233051
1550.5,0.5194275155193927
1551.5,1.6033675189863026
1552.5,1.354312518820506
1553.5,3.632316598931779
1554.5,1.6654652435979524
1555.5,1.6527315741559119
1556.5,0.8207980455329753
1557.5,1.1629451303806095
1558.5,0.545579052899901
1559.5,2.172817053345441
1560.5,1.3841291867600929
1561.5,0.6303769919047892
1562.5,1.3531650380429787
1563.5,1.9358486977306812
1564.5,1.5741212508915738
1565.5,1.4816186835935534
1566.5,1.8119068618596794
1567.5,1.775672111054236
1568.5,3.5046666208486164
1569.5,0.7091271093030875
1570.5,1.671326127889661
1571.5,0.32569182931845286
1572.5,1.2593845968132928
1573.5,1.492721896929945
1574.5,1.9138812088001964
1575.5,1.9308279938267892
1576.5,1.5739897306915724
1577.5,1.845407324377371
1578.5,1.1776557982905704
1579.5,1.709703497226013
1580.5,0.9771782921623988
1581.5,1.8574263066175447
1582.5,1.60590106723008
1583.5,1.7590520537295427
1584.5,1.6247560639852283
1585.5,1.3087346507976205
1586.5,0.6144085801509689
1587.5,1.5729159432109807
1588.5,1.5617025348410376
1589.5,1.7415592197742256
1590.5,1.9319498595980742
1591.5,2.054991533178897
1592.5,1.638182402390406
1593.5,1.9589057703097854
1594.5,1.6820431381009202
1595.5,1.8007600243010486
1596.5,1.8038279227328287
1597.5,1.593254619080555
1598.5,1.3414383575912279
1599.5,0.9367787520149649
1600.5,2.00851580905144
1601.5,1.0527505499274805
1602.5,1.3950191541253303
1603.5,0.49987654015910915
1604.5,1.3874438057192342
1605.5,1.1101744434002145
1606.5,0.9365366246687734
1607.5,1.0713853042668577
1608.5,1.3848261178401464
1609.5,1.1470014056431759
1610.5,1.3107413743071352
1611.5,1.2171616537643963
1612.5,1.9316342388929257
1613.5,1.6212021959927663
1614.5,1.2228255926320486
1615.5,1.3048046296760847
1616.5,1.3933823135075527
1617.5,1.470475713453763
1618.5,1.3920565556146554
1619.5,1.3275986486844307
1620.5,1.2673185617166611
1621.5,1.0786470202111935
1622.5,0.9638618137204746
1623.5,1.3129625931494076
1624.5,1.5589566546174627
1625.5,1.2000821105097952
1626.5,1.5245822939656424
1627.5,0.9955017545393214
1628.5,1.2025466893603063
1629.5,0.6954841849274196
1630.5,1.2398104250140645
1631.5,0.9810710522906314
1632.5,1.0462516174774994
1633.5,1.548159280302059
1634.5,0.9147183415316746
1635.5,2.1628021156759676
1636.5,1.1598553654533839
1637.5,1.9841112054059105
1638.5,1.3926387926751984
1639.5,1.6209527643325852
1640.5,1.3344214187058734
1641.5,1.6688683521478425
1642.5,1.2343941438235855
1643.5,1.3618921614604038
1644.5,1.1529788580911835
1645.5,1.3431872067092376
1646.5,1.3588240586782525
1647.5,1.3844784951206979
1648.5,1.2830040071243791
1649.5,1.2122309404775085
1650.5,2.2426570772632766
1651.5,1.411502095055835
1652.5,1.6374092074261843
1653.5,1.162758623784553
1654.5,1.7319001707512414
1655.5,1.3595836738785334
1656.5,1.2501004806286393
1657.5,0.6328291853612159
1658.5,0.8672895096112879
1659.5,1.368890124173136
1660.5,1.139830193055021
1661.5,1.7939710569716434
1662.5,1.5235520708776666
1663.5,1.1735737917345863
1664.5,1.4977643196661372
1665.5,1.5500640562820347
1666.5,1.4321183532901478
1667.5,1.1737884717256732
1668.5,1.1033137657126688
1669.5,1.0592966888268869
1670.5,0.6028652777387975
1671.5,0.7852540455919439
1672.5,1.3843276078256457
1673.5,1.3511851344073207
1674.5,1.5122142462164072
1675.5,1.19639736457531
1676.5,1.027773961412648
1677.5,1.3439561758326344
1678.5,1.5414281560910095
1679.5,1.3906777014242544
1680.5,1.259018788719695
1681.5,1.4573185783631462
1682.5,1.2269978807536868
1683.5,1.2846323216098803
1684.5,1.1514938233010406
1685.5,1.3592844006161715
1686.5,1.6342767672709937
1687.5,1.162228035658366
1688.5,1.3605513981847976
1689.5,1.5683115633357714
1690.5,1.2501158353443336
1691.5,1.4380190388369491
1692.5,1.1384599166571843
